dataset,qid,alpha,oracle_ndcg,bm25_ndcg,dense_ndcg,n_rel
nfcorpus,PLAIN-623,0.06,0.3640926546862178,0.19751362755613297,0.3413763643581374,41
nfcorpus,PLAIN-634,0.5,0.25551711311584957,0.19910416409438617,0.2064832376125638,21
nfcorpus,PLAIN-645,0.0,0.09563531393146153,0.0,0.09563531393146153,29
nfcorpus,PLAIN-660,0.79,0.5610457053184026,0.542694660730682,0.47424656920878516,475
nfcorpus,PLAIN-671,0.0,1.0,1.0,1.0,1
nfcorpus,PLAIN-681,0.0,1.0,1.0,1.0,1
nfcorpus,PLAIN-691,0.26,0.04393674830359539,0.03367749068016014,0.022383927187041207,21
nfcorpus,PLAIN-701,0.85,0.5921534551058921,0.5865267152450975,0.4682595591366496,8
nfcorpus,PLAIN-711,0.28,0.3891486150417454,0.14070912536346844,0.3434411864989293,57
nfcorpus,PLAIN-721,0.55,0.8093223877848527,0.8093223877848527,0.4881860875342964,25
nfcorpus,PLAIN-731,0.67,0.5371858024846887,0.5271174825296057,0.47590903478262825,54
nfcorpus,PLAIN-741,0.99,0.5659627149273387,0.5659627149273387,0.24600090038680872,19
nfcorpus,PLAIN-751,0.0,0.04531359897356662,0.0,0.04531359897356662,7
nfcorpus,PLAIN-761,0.0,0.36276738604863085,0.15130120674940672,0.36276738604863085,6
nfcorpus,PLAIN-771,0.06,1.0,1.0,0.8194270280062366,3
nfcorpus,PLAIN-782,0.0,0.0,0.0,0.0,2
nfcorpus,PLAIN-792,0.66,0.644824486427155,0.644824486427155,0.4159397509628126,6
nfcorpus,PLAIN-806,0.98,0.3709400760172354,0.37056666666820864,0.2360134841471706,96
nfcorpus,PLAIN-817,0.0,0.2890648263178879,0.0,0.2890648263178879,1
nfcorpus,PLAIN-827,0.55,0.5744131037082867,0.512379818052574,0.5205801052849245,244
nfcorpus,PLAIN-838,0.25,0.9120768230413736,0.8550956239938448,0.8752568701589735,9
nfcorpus,PLAIN-850,0.13,0.3628737762273338,0.2089798441992727,0.3263420436422139,57
nfcorpus,PLAIN-872,0.0,0.23981246656813146,0.0,0.23981246656813146,1
nfcorpus,PLAIN-882,0.0,0.8819540936761514,0.27825165032414384,0.8819540936761514,15
nfcorpus,PLAIN-892,0.06,0.29201697593963893,0.2444109231961139,0.2663853549909676,92
nfcorpus,PLAIN-902,0.49,0.6366824387328317,0.6366824387328317,0.1510482169009903,4
nfcorpus,PLAIN-913,0.37,0.45843235954939276,0.42752974425480034,0.4443608175872787,34
nfcorpus,PLAIN-924,0.0,0.4656541145920953,0.10460447009794718,0.4656541145920953,32
nfcorpus,PLAIN-934,0.43,0.5001756809076436,0.441804862146222,0.4388082760421471,101
nfcorpus,PLAIN-946,0.8,0.16022934516038076,0.16022934516038076,0.033440678483422685,31
nfcorpus,PLAIN-956,0.52,0.4632423323976546,0.39438306809268375,0.3841394564323714,206
nfcorpus,PLAIN-966,0.44,0.14126697285982898,0.1309019901681972,0.07581454394366025,3
nfcorpus,PLAIN-977,0.02,0.23463936301137822,0.12325583919272352,0.20210734650054757,3
nfcorpus,PLAIN-987,0.51,0.23463936301137822,0.23463936301137822,0.0,3
nfcorpus,PLAIN-997,0.0,0.0,0.0,0.0,2
nfcorpus,PLAIN-1008,0.0,0.0,0.0,0.0,5
nfcorpus,PLAIN-1018,0.33,0.2543425303049977,0.18663660583742137,0.23619709863207183,60
nfcorpus,PLAIN-1028,0.0,0.5,0.0,0.5,1
nfcorpus,PLAIN-1039,0.0,1.0,1.0,1.0,2
nfcorpus,PLAIN-1050,0.0,0.046298492188651764,0.014429746315261687,0.046298492188651764,94
nfcorpus,PLAIN-1066,0.0,0.0,0.0,0.0,9
nfcorpus,PLAIN-1088,0.05,0.5531464700081437,0.5531464700081437,0.45221360703148816,5
nfcorpus,PLAIN-1098,0.0,0.17513157004426486,0.0,0.17513157004426486,5
nfcorpus,PLAIN-1109,0.0,0.35470869624744744,0.20040436854971078,0.35470869624744744,98
nfcorpus,PLAIN-1119,0.0,0.0,0.0,0.0,11
nfcorpus,PLAIN-1130,0.0,1.0,1.0,1.0,1
nfcorpus,PLAIN-1141,0.77,0.24286650570714396,0.21849737689129767,0.22676587253254368,16
nfcorpus,PLAIN-1151,0.98,0.35161564999123274,0.35042110855757713,0.2449001589711188,153
nfcorpus,PLAIN-1161,0.0,0.0,0.0,0.0,1
nfcorpus,PLAIN-1172,0.0,0.1467868763787456,0.1467868763787456,0.1467868763787456,19
nfcorpus,PLAIN-1183,0.67,0.1705475639911138,0.15999354457977183,0.06966717138769062,25
nfcorpus,PLAIN-1193,0.64,0.30769478279743556,0.23079037878723246,0.2876870875115594,18
nfcorpus,PLAIN-1203,0.0,0.520045965631962,0.32024599984493496,0.520045965631962,12
nfcorpus,PLAIN-1214,0.0,0.024214696297702825,0.0,0.024214696297702825,17
